entry_id,headword,pdlma,attribution_entry,analysis_codes_raw,verb_class,irregular,sense_id,definition_en,definition_es,semantic_domain,etymology,attribution_sense,habitual,potential,completive,progressive,perfect,future,counterfactual,andative,documented_tam_count,example_count,example_1,example_1_es,example_2,example_2_es
akatira,raca tirá,-aka # ti-ra!,EJG;ND;RLC,vC:i,C,NO,460,"To make an effort, to try hard.","Afanarse, esforzarse.",actions,,,r.aka ti-ra!,g.aka!7 ti-ra!,gu.ka ti-ra!,,,,,,3,2,Qué racadí' tirá.,No se hace el esfuerzo.,Raca tirá gùnibe dxiiña'.,Se esfuerza para hacer su trabajo (ej. aunque está enfermo).
akatobisi,raca tobisì,-aka # tobi +si*,RLC;VP,vC:i vers,C,NO,461,To come together as one.,"Juntarse, unirse, unificarse.",change of state,,,r.aka # tobi +si* ,g.aka!7 # tobi +si* ,gu.ka # tobi +si*,,,,,,3,3,Racacabe tobisì.,Ellos se juntan.,Raca tobisì Juán nè Mariá.,Se juntan Juan y María.
akawadxi,raca huadxi,-aka # wa-dxi,RGL;RLC,vC:i,C,NO,462,To get late.,"Hacerse tarde, hacerse de noche.",phenomena,,,r.aka # wa-dxi,g.aka!7 # wa-dxi ,gu.ka # wa-dxi,,,,,,3,5,Cayácabe huadxi.,Se le está haciendo tarde.,Cayáca huadxi.,Se está haciendo tarde (y aún no llega).
akaxkaani,raca xcaani',-aka # x.kaani,EJG;JLC;RLC;VP,vC:i,C,NO,463,To be disappointed.,"Desilusionarse, decepcionarse, llevarse un chasco.",emotion,,,r.aka # x.kaani,g.aka!7 # x.kaani,gu.ka # x.kaani,,,,,,3,4,Gucabe xcaani'.,Le dio vergüenza (porque no encontró lo que fue a traer).,Gucaca' xcaani'.,Se quedaron tristes (porque no consiguieron lo que querían).
akaxti7,raca xtì',-aka # x.ti*7,RGL,vC:i,C,NO,464,To become one's own.,"Hacerse de uno, convertirse en propiedad de uno.",experience,,,r.aka # x.ti*7,g.aka!7 # x.ti*7,gu.ka # x.ti*7,,,,,,3,4,Bidaani' cà zacani xtì' lìbia.,El huipil va a hacer de Olivia.,Ñáca pur xtì'be.,Como si fuera de él.
akalanixpido7,raca lani xpido',-aka la-ni x.pi-do7,ND,vC:i,C,NO,465,To be someone's birthday.,Ser cumpleaños de alguien.,cultural practices,,,r.aka la-ni x.pi-do7,g.aka!7 la-ni x.pi-do7,gu.ka la-ni x.pi-do7,,,,,,3,1,Cayáca lanì xpido'.,Se está celebrando su santo/aniversario.,,
akaugar,raca ugár,-aka u-ga!r,RLC,vC:i,C,NO,466,To drown.,Ahogarse.,experience,,,r.aka u-ga!r,g.aka!7 u-ga!r,gu.ka u-ga!r,,,,,,3,0,,,,
akaayar,raca-ayá'r,-aka=a-ya!r,RLC,vC:i,C,NO,467,"To be located, to be at.","Encontrarse, refiriéndose a la ubicación de alguien o de algo.",location,hallar,,r.aka=a-ya!r,g.aka!7=a-ya!r,gu.ka=a-ya!r,,,,,,3,2,Pàraa raca-ayá'rbe.,¿Dónde se haya?,Qué raca-ayárdí' Fán ra liidxi'.,No se encuentra Juan en casa.
akabelle,racabele,-aka=belle,RLC,vC:i vers,C,NO,468,To burn.,"Quemarse, arder.",change of state,,,r.aka=belle,g.aka!7=belle,gu.ka=belle,,,,,,3,3,Cayácabele.,Está ardiendo el fuego.,Cayácabele gui'chi'.,Está ardiendo el papel.
akabenye,racabeñe,-aka=benye,JLC;RLC,vC:i vers,C,NO,469,To get muddy.,"Hacerse lodo, enlodarse.",change of state,,,r.aka=benye,g.aka!7=benye,gu.ka=benye,,,,,,3,2,"Má gucabeñe layu, biaba nisa guie.",Ya se hizo lodo la tierra porque llovió.,Qué ñácabeñedí' xhaba Mariá.,No se enlodó su ropa de María.
akabiidi,racabiidi',-aka=biidi,EJG;JLC;VP,vC:i vers,C,NO,470,To get dirty.,Ensuciarse.,change of state,,,r.aka=biidi,g.aka!7=biidi,gu.ka=biidi,,,z.aka=biidi,,,4,2,Gucabiidi' Fán.,Se ensució Juan.,Qué ñácabiidi'dí' xhaba Mariá.,La ropa de María no se ensució.
akabya7,racabia',-aka=bya7,EJG;VP,vC:t,C,NO,471,To be in a romantic relationship with someone.,"Tener compromiso amoroso con alguien, ser novio de alguien.",states,,,r.aka=bya7,g.aka!7=bya7,gu.ka=bya7,,,,,,3,4,Ba'du'nguiiu'cà ngà racabia' Fàna.,Ese muchacho es el novio de Juana.,Gucabia' Fán Fàna.,Juan y Juana fueron novios.
akachaawi,racachaahui',-aka=chaawi,EJG;JLC;RLC;VP,vC:i vers,C,NO,472,"To get fixed, to get repaired, to get better.","Arreglarse, componerse, repararse.",change of state,,,r.aka=chaawi,g.aka!7=chaawi,gu.ka=chaawi,,,z.aka=chaawi,,,4,4,Cádí' cayácachaahui'dí' guiiba'cà.,No se compone la máquina.,Má gucachaahui'.,Ya lo compusieron.
akachanda,racachandà,-aka=chanda*,EJG;JLC;RGL;RLC;VC,vC:i,C,NO,473,"To get confused, to become confused.","Atontarse, confundirse, ofuscarse.",cognition,,,r.aka=chanda*; ~ r.aka=chandxa*; ~ r.aka=chendxe*,g.aka!7=chanda* (I),gu.ka=chanda*,ka-y.a!ka=chendxe*,,z.aka=chandxa*; ~ z.aka=chendxe*,,,5,4,Gucachandàbe.,Se atontó.,Qué racachandxàdí' Fán.,No se atonta Juan.
akaditi,racaditi,-aka=diti,EJG;JLC;ND;RGL,vC:i,C,NO,474,"To tremble, to shake, to shiver.","Temblar, vibrar, estremecerse, titiritar.",actions,,,r.aka=diti,g.aka!7=diti,gu.ka=diti,ka-y.a!ka=diti,,,,,4,6,Cádi cayácaditidí'be.,No está temblando ella.,Cayácaditi nà'.,Le está temblando la mano.
akadxiinya,racadxiiña',-aka=dxiinya,EJG,vC:i,C,NO,475,"For work to be done. In a locative construction, this compound refers to work related to a celebration.","Hacerse el trabajo. En una construcción locativa (que especifica una ubicación), este compuesto se refiere al trabajo relacionado con una celebración.",cultural practices,,,r.aka=dxiinya,g.aka!7=dxiinya,gu.ka=dxiinya,,,,,,3,4,Cayáca dxiiña'.,Se está trabajando.,Chà' ra racadxiiña'.,Voy a ayudar en los preparativos (se dice cuando va uno a dejar limosna o a ayudar para una boda).
akadxita,racadxita,-aka=dxita,EJG;JLC;ND,vC:i vers,C,NO,476,"To become skinny, to become bony.","Enflacar, ponerse huesudo.",wellness,,,r.aka=dxita,g.aka!7=dxita,gu.ka=dxita,,,,,,3,6,Quí racadxitadí' Fán.,Juan no está flaco.,Racá'dxitá'.,Me puse flaca.
akafew,racaféu,-aka=fe!w,RGL,vC:i vers,C,NO,477,To be nauseous. To spoil.,Tener náuseas. Echarse a perder.,wellness,feo,,,,,,,,,,0,2,Racaféu guendaro.,Se echa a perder la comida.,Racaféu ladxiduá'.,Me da nauseas.
akafewla7dxido7,racaféu la'dxi'do',-aka=fe!w # la7dxi=do7,RLC,vC:i vers,C,NO,478,To be nauseous.,Tener náuseas.,wellness,feo,,,,,,,,,,0,3,Cayácaféu la'dxido'.,Tiene nauseas.,Quí raca féudí' ladxido' Fán.,No le da nauseas a Juan.
akaflijir,racaflijír,-aka=fli-ji!r,RLC,vC:i,C,NO,479,To become desperate or distraught.,"Desesperarse, afligirse.",emotion,,,r.aka=fli-ji!r,(g).aka!7=fli-ji!r,,,,,,,2,1,Cayácaflijír Fán quí gapà dxiiña'.,"Se está desesperando Juan, no tiene trabajo.",,
akaga,racaga,-aka=ga,EJG;RLC,vC:i,C,NO,480,For something to be done in the meantime or temporarily.,Hacerse algo por mientras o de manera temporal.,experience,,,r.aka=ga,(g).aka!7=ga,gu.ka=ga,ka-y.a!ka=ga,,,,,4,3,Gucagabe maestra.,Fue maestra un tiempo.,Racagabe.,Se hace mientras.
akagela,racaguela,-aka=gela,EJG;RLC,vC:i vers,C,NO,481,For the corn harvest to be abundant.,Lograrse una buena cosecha de mazorcas de maíz.,cultivation,,,r.aka=gela,g.aka!7=gela,gu.ka=gela,,,z.aka=gela,,,4,1,(Gu)izá'di' (g)ucaguela xtinné'.,Este año se me dio buen maíz.,,
akajubilar,racajubilár,-aka=jubi-la!r,RGL;RLC,vC:i,C,NO,482,To retire from lifelong work.,Jubilarse.,occupations,jubilar,,r.aka=jubi-la!r,g.aka!7=jubi-la!r,gu.ka=jubi-la!r,,,,,,3,2,Guca jubilárcabe.,Se jubilaron.,Racajubilár binnì òra má bio'xho'.,Se jubila la gente cuando ya son grandes.
akakejar,racaquejár,-aka=ke-ja!r,RGL,vC:i,C,NO,483,To complain.,Quejarse.,actions,quejar,,r.aka=ke-ja!r,g.aka!7=ke-ja!r,gu.ka=ke-ja!r,ka-y.a!ka=ke-ja!r,,,,,4,2,Cayácaquejár.,Se está quejando (ej. por dolor(,Má gucaquejárbe.,Ya se quejó.
akakonfyar,racaconfiár,-aka=ko-nfya!r,RGL;RLC,vC:i,C,NO,484,To trust.,Tener confianza.,states,confiar,,r.aka=ko-nfya!r,g.aka!7=ko-nfya!r,gu.ka=ko-nfya!r,,,,,,3,2,Má racaconfiár.,Ya confía (ej. en alguna persona).,Má racá'co'nfiár de laabe.,Ya tengo confianza con ella.
akakurar,racacurár,-aka=ku-ra!r,JLC;RLC,vC:i,C,NO,485,"To cure, both in terms of food conservation and in terms of healing an illness or taking steps to get over a hangover.","Curar, en relación con la conservación de alimentos y en cuanto a la cura de una enfermedad o de una cruda.",food,curar,,r.aka=ku-ra!r,g.aka!7=ku-ra!r,gu.ka=ku-ra!r,,,,,,3,1,Racacurár màngu.,Se cura el mango.,,
akakwajar,racacuajár,-aka=kwa-ja!r,RGL;RLC,vC:i,C,NO,486,"To curdle, to congeal",Cuajarse.,food,cuajar,,r.aka=kwa-ja!r,g.aka!7=kwa-ja!r (I),gu.ka=kwa-ja!r,,,,,,3,1,Gucacuajár rini.,Se cuajó la sangre.,,
akala7dxi,racala'dxi',-aka=la7dxi,EJG;JLC;ND;VP,vC:t,C,NO,487,To want.,"Querer, desear.",actions,,,r.aka=la7dxi,g.aka!7=la7dxi,gu.ka=la7dxi,,,,,,3,4,Quí racala'dxi'.,No lo quiere.,Racala'dxi' Fán guè' ti bichiiña'bupu.,Juan quiere tomar una cerveza.
akalu,racalu,-aka=lu,EJG;JLC;RLC;VC;VP,vC:i,C,NO,488,"To have an eye infection or conjunctivitis. This is an ailment associated with heat. It tends to strike during the rainy season. Symptoms include initial itchiness followed by sensitivity to light and purple discoloration around the eye. It is treated with eye drops prescribed by a doctor, and with chamomile tee compresses.","Tener conjuntivitis, aflicción caliente que suele ocurrir en época de lluvias. Los síntomas incluyen comezón inicial seguida de sensibilidad a la luz y descoloración morada alrededor del ojo. Se cura con gotas que receta el médico, y con compresas de agua de manzanilla.",wellness,,,r.aka=lu,g.aka!7=lu,gu.ka=lu,ka-y.a!ka=lu,,,,,4,4,Cádí' cayácaludí' Juán.,No tiene conjuntivitis Juan.,Cayácalu.,Tiene conjuntivitis.
akalugu7,racalugú',-aka=lugu!7,JLC;RLC;VC,vC:i,C,NO,489,"To go crazy, to rush excessively, to become agitated.","Alocarse, acelerarse, agitarse.",behavior,loco,,r.aka=lugu!7,g.aka!7=lugu!7,gu.ka=lugu!7,ka-y.a!ka=lugu!7,,,,,4,5,Cádi cayácalugú'dí'be.,No se está desesperando.,Cayácalugú'be.,"Anda como loco (ej. porque tiene prisa, porque está desesperado por escoger lo mejor)."
akamanchar,racamanchár,-aka=ma-ncha!r,RLC;VP,vC:i,C,NO,490,To get stained.,Mancharse.,change of state,manchar,,r.aka=man-cha!r,g.aka!7=man-cha!r,gu.ka=man-cha!r,,,,,,3,1,Racamanchár lari.,Se mancha la ropa.,,
akananda,racananda,-aka=n.anda,EJG;RGL;VP,vC:i vers,C,NO,491,To become cold.,Enfriarse.,change of state,,,r.aka=n.anda,g.aka!7=n.anda,gu.ka=n.anda,ka-y.a!ka=n.anda,,,,,4,4,Cayácanandá'  '.,Tengo frío.,Cayácananda.,Tiene frío.
akana,racana,-aka=na,EJG;JLC;RLC;VP,vC:i vers,C,NO,492,"To become painful, to hurt.","Ponerse adolorido, doler.",wellness,,,r.aka=na,g.aka!7=na,gu.ka=na,,,z.aka=na,,,4,4,Gucana Fán.,Juan se lastimó.,Gucana nà' Ali.,La mano de Ali se lastimó.
akanaga7nda,racanagá'nda',-aka=na-g.a!7nda,RLC,vC:i vers,C,NO,493,To cool down.,Refrescar.,change of state,,,r.aka=na-g.a!7nda ,g.aka!7=na-g.a!7nda,gu.ka=n.a-ga!7nda,,,,,,3,1,Racanagá'nda' huadxi.,Se hace fresca la tarde.,,
akananala7dxi,racananala'dxi',-aka=na-na=la7dxi,JLC;RGL;RLC,vC:t vers,C,NO,494,To hate.,Odiarlo.,emotion,,,r.aka=na-na=la7dxi,g.aka!=na-na=la7dxi,gu.ka=na-na=la7dxi,,,,,,3,1,Racananala'dxi' Juan binnì.,Juan odia a la gente.,,
akanananda,racanananda,-aka=na-nanda,JLC;RLC,vC:i vers,C,NO,495,To become cold.,Enfriarse.,change of state,,,r.aka=na-nanda,g.aka!7=na-nanda,gu.ka=na-nanda,ka-y.a!ka=na-nanda,,,,,4,2,Cayáca (na)nanda.,Tiene frío.,Cayácanananda.,Está haciendo frío.
akananda7,racanandá',-aka=na-nda!7,EJG;JLC;RGL;RLC;VP,vC:i vers,C,NO,496,"To become hot, to feel hot.","Acalorarse, tener calor, hacer calor, calentarse.",change of state,,,r.aka=na-nda!7,g.aka!7=na.nda!7,gu.ka=na-nda!7,,,,,,3,5,Cayácanandá'; Cayáca nandá'.,Hace calor; Está haciendo calor.,Cayáca nandá' Juán.,Juan tiene calor.
akanawiini,racanahuiini',-aka=na-wiini,JLC;RLC,vC:i vers,C,NO,497,"To become small. By extension, to become rejuvenated, to be humiliated.","Empequeñecerse. Por extensión, rejuvenecer, humillarse.",change of state,,,r.aka=na-wiini,g.aka!7=na-wiini,gu.ka=na-wiini,,,,,,3,2,Gucanahuiini' Fán.,Juan se sintió insignificante.,"Gunaa yooxho'cálá raca nahuiini'lá rusuchaahui'be, racube pantalón, ridiee guicha iquebe, racachaahui' bixuga ñeebe.","La vieja esta, se rejuvenece, se arregla, se pone pantalón, se pinta el pelo, se arregla las uñas de los pies."
akane,racanè,-aka=ne*,EJG;JLC;ND;RGL;VP,vC:t,C,NO,498,"To help, to assist, to collaborate with.","Ayudar, auxiliar, apoyar, colaborar, asistir.",actions,,,r.aka=ne*,g.aka!7=ne*,gu.ka=ne*,ka-y.a!ka=ne*,,,,,4,6,Cayácanè Chénte naa.,Chente me está ayudando.,Gucanècabe laabe.,Lo ayudaron.
akapasar1,racapasár,-aka=pa-sa!r,RGL;RLC,vC:i,C,NO,499,To happen.,"Pasar, ocurrir.",experience,pasar,,r.aka=pa-sa!r ,g.aka!7=pa-sa!r,gu.ka=pa-sa!r,,,,,,3,1,Guca pasár laabe.,Le pasó a ella.,,
akapasar2,racapasár,-aka=pa-sa!r,RGL;RLC,vC:i,C,NO,500,"To pass, to go too far.","Pasarse, excederse.",motion,pasar,,r.aka=pa-sa!r ,g.aka!7=pa-sa!r,gu.ka=pa-sa!r,,,,,,3,2,Guca pasárbe de lìstu.,Se pasó de listo.,Qué raca pasárdí'be de lìstu.,No se pasa de lista.
akaprobechar,racaprobechár,-aka=probe-cha!r,RGL;RLC,vC:i,C,NO,501,"To take advantage of, whether positively in terms of deriving a benefit, or negatively in terms of taking advantage of someone or being opportunistic.","Aprovechar, aprovecharse.",actions,aprovechar,,r.aka=probe-cha!r ,g.aka!7=probe-cha!r,gu.ka=probe-cha!r,,,,,,3,3,Guca probechár Fán de guendaro.,Se aprovechó Juan de la comida.,Gucaprobechár Fán guendaró.,Aprovechó Juan la comida.
akaracha7,racarachá',-aka=racha!7,EJG;JLC;RLC,vC:i vers,C,NO,502,To be done shoddily.,Hacerse mal o a medias.,manner,,,r.aka=racha!7,g.aka!7=racha!7,gu.ka=racha!7,,,,,,3,2,Gucarachá' dxiiña'cà.,No se hizo bien el trabajo.,Racaracháni.,Lo hace sin tener cuidado.
akarrayar,racarrayár,-aka=rra-ya!r,RLC,vC:i,C,NO,503,"To get scratched, in reference to a smooth surface.","Rayarse, dicho de alguna superficie lisa.",change of state,,,r.aka=rra-ya!r,g.aka!7=rra-ya!r,gu.ka=rra-ya!r ,,,,,,3,2,Gucarayár luni.,Se rayó.,Quí ñácarayár lènte.,No se rayó el lente.
akarretirar,racarretirár,-aka=rreti-ra!r,RGL;RLC,vC:i,C,NO,504,To retire from lifelong work.,Jubilarse.,occupations,retirar,,r.aka=rreti-ra!r,g.aka!7=rreti-ra!r,gu.ka=rreti-ra!r,,,,,,3,1,Gucaretirárcabe.,Se jubilaron.,,
akasaa,racasaa,-aka=saa,EJG;RLC,vC:i,C,NO,505,For a celebration or party to be held.,Celebrarse una fiesta.,cultural practices,,,r.aka=saa,g.aka!7=saa,gu.ka=saa,ka-y.a!ka=saa,,z.aka=saa,,,5,2,Dós de màyu racasaa guidxi xtì' Pasión Ngòla.,El dos de mayo se hace la fiesta del pueblo de la Santa Cruz.,Raca saa guidxi xtíu'.,Se hace la fiesta de tu pueblo.
akasigura,racasigurá,-aka=sigu-ra!,JLC;RLC,vC:t,C,NO,506,"To secure something, to take advantage of in order to secure something for oneself.","Asegurarse de algo, aprovecharse para asegurar algo para sí mismo.",actions,asegurarse,,r.aka=sigu-ra!,g.aka!7=sigu-ra!,gu.ka=sigu-ra!,,,,,,3,5,Gucasigurábe laa.,Tuvo una ventaja sobre él.,Gucasigurá gubidxa.,Aprovecha que hay sol (ej. para que se seque la ropa).
akatrasar,racatrasár,-aka=tra-sa!r,JLC;ND;RLC,vC:i,C,NO,507,To slow down and/or fall behind.,Hacerse lento y/o atrasarse.,change of state,atrasar,,r.aka=tra-sa!r,g.aka!7=tra-sa!r,gu.ka=tra-sa!r,,,,,,3,2,Racatrasárni.,Se atrasó.,Racatrasár xquiiba'be.,Se hizo lenta su computadora.
akawara,racahuara,-aka=wa-ra,EJG;JLC;RGL;VP,vC:i,C,NO,508,To get sick.,Enfermarse.,wellness,,,r.aka wa-ra,g.aka!7 wa-ra,gu.ka wa-ra,,,z.aka=wa-ra,,,4,5,Gucahuarabe.,Se enfermó.,Gucahuara Fán.,Se enfermó Juan.
akawati,racahuatì,-aka=wati*,ND,vC:i vers,C,NO,509,"To be stunned, to be stupefied.","Atontarse, aturdirse.",cognition,,,r.aka=wati*,g.aka!7=wati*,gu.ka=wati*,,,,,,3,1,Gucahuatì xcuídi quí nutopà gastí'.,Se atontó el niño y no recogió nada (de la piñata).,,
akawii,racahuiì,-aka=wii*,VC,vC:i,C,NO,510,To get sick.,Enfermarse.,wellness,,,r.aka=wii*,g.aka!7=wii*,gu.ka=wii*,,,,ny.a!ka=wii*,,4,1,Qué ñácahuaradí'be.,No se enfermó.,,
akawiiwi,racahuiìhuì',-aka=wii*wi*,EJG;JLC;RLC,vC:i,C,NO,511,"Writhing of worms or bugs. By extension, for the stomach to grumble, for a body part to itch.","Retorcerse, dicho de lombrices o bichos. Por extensión, retorcerse las tripas, tener comezón.",experience,,,r.aka=wii*wi*,g.aka!7=wii*wi*,gu.ka=wii*wi*,ka*-y.a!ka=wii*wi*,,,,,4,6,Cádi cayáca huiìhuì'dí' ndaané'.,No me están tronando las tripas.,Gucahuiìhuì' bizu òra bichia Fán lidxi.,Se alborotaron las abejas cuando destruyó Juan su casa (panal).
akayaxi,racayaxhi,-aka=yaxi,EJG;RGL;VC,vC:i,C,NO,512,This phrasal verb is difficult to describe because it has fallen into disuse. Jiménez Girón (1979) describes that it refers to scraped corn that becomes bitter because it is not cooked in time. In Santa María Xadani it is considered a term that refers to ears of corn that are ready to be made into baked tortillas.,"Este verbo de frase resulta difícil de describir debido a que ha caído en el desuso. Jiménez Girón (1979) indica que se refiere a ""cuando el elote raspado toma un sabor medio amargo por no cocerse a tiempo"". En Santa María Xadani se considera un término que indica que la mazorca está lista para hacerse en totopo.",food,,,r.aka=yaxi,g.aka!7=yaxi,gu.ka=yaxi,,,,,,3,1,Qué ñácayaxhidí' xubá'.,No está amargo el elote.,,
akaza,racaza,-aka=za,EJG;RLC,vC:i vers,C,NO,513,"To be greased up, to be covered in grease.","Engrasarse, cubrirse o embarrarse de grasa.",experience,,,r.aka=za,g.aka!7=za,gu.ka=za,ka-y.a!ka=za,,,,,4,2,Racazani.,Se llena de grasa.,Racaza xhaba mecànicu.,Se llena de grasa la ropa del mecánico.
akazheexe,racaxeexhe',-aka=zheexe,EJG;JLC;ND,vC:i vers,C,NO,514,"To become very excited. By extension, to become sexually aroused.","Ponerse alocado o emocionado. Por extensión, ponerse excitado sexualmente.",experience,,,r.aka=zheexe,g.aka!7=zheexe,gu.ka=zheexe,,,,,,3,3,Guca xeexhe' .,Se puso morado (ej. por tanto llorar).,Gucaxeexhe' Fán luguià' Fàna.,Juan se alborota cuando ve a Juana.
akazhiroo,racaxiroo,-aka=zhi-roo,EJG;JLC;VP,vC:i,C,NO,515,To bulge or become inflamed because of an infection and the presence of pus.,Abultarse o hincharse por infección y presencia de pus.,wellness,,,r.aka=zhi-roo,g.aka!7=zhi-roo,gu.ka=zhi-roo,,,,,,3,3,Gucaxiroo nà' Fán.,El brazo de Juan se infectó.,Gucaxiroo nà' Javier.,Se le infectó la mano a Javier.
akazhiinyi,racaxiiñi',-aka=zhiinyi,RLC,vC:i vers,C,NO,516,To become pregnant.,Embarazarse.,states,,,,,,,,,,,0,5,Cádi huandì'dí' gucaxiiñi'be.,No es verdad que se embarazó (i.e. tuvo un falso embarazo).,Cádi nacaxiiñi'dí' ba'du'dxaapa'.,No está embarazada la muchacha.
akazhoo,racaxoo,-aka=zhoo,EJG;JLC;RGL;RLC,vC:i vers,C,NO,517,To be done hastily.,Hacerse con premura.,experience,,,r.aka=zhoo,,,,,z.aka=zhoo,,,2,2,Fán gucaxoo xquendaró.,Juan se hizo rápido su comida (pero por las prisas no le salió bien).,Gucaxoo xquendaró Fán.,Juan se hizo rápido su comida (pero por las prisas no le salió bien).
akazhu,racaxu,-aka=zhu,EJG;JLC;RLC,vC:i vers,C,NO,518,For there to be an earthquake.,"Temblar, dicho de los terremotos.",phenomena,,,r.aka=zhu,g.aka!7=zhu,gu.ka=zhu,ka-y.a!ka=zhu,,z.aka=zhu,,,5,3,Cayáca xu.,Está temblando.,"Cayácaxu, caniìbì' guidxi layu.","Está temblando, se está moviendo la tierra."
aku,racu,-aku,EJG;JLC;ND;RGL;VP,vC:t,C,NO,519,"To put something on, especially clothes, to wear.","Ponérselo, dicho de la ropa, vestirse.",clothing and adornment,,,r.aku,g.aku!7 (I),gu.ku,ka-y.a!ku,,,,,4,3,Racu.,Se pone (ropa).,Racube lari.,Se pone ropa.
alla,rala,-alla,EJG;JLC;ND;RGL;RLC;VP,vC:i,C,NO,520,For a fruit or for corn to harden prior to ripening.,"Sazonarse, con relación a una fruta o al maíz antes de madurar.",plants,,,r.alla,g.a*lla (I),gu.lla,ka-y.a!lla,,z.alla,ny.a*lla,,6,6,Má cayála biduaa.,Se está poniendo sazón el plátano.,Má cayála ca' guenda xúnu napá' ra lidxé'.,Ya están sazonando las frutas de mamey que tengo en mi casa.
allalu,rala lu,-alla # lu,EJG;RLC;VC,vC:i,C,NO,521,To be shameless.,"Ser un cara dura, ser descarado, ser sinvergüenza.",body parts,,,r.alla lu,g.a*lla lu,gu.lla lu,,,,,,3,4,Cá'ru' gàladí' lu Juan.,No se ha endurecido la cara de Juan.,Gula lu.,Logró no pasar vergüenzas.
allazee,ralazee,-alla=zee,EJG;RGL,vC:i,C,NO,522,For corn to harden prior to ripening,"Sazonarse, con relación al maíz antes de madurar.",cultivation,,,r.alla=zee,g.a*lla=zee,gu.lla=zee,,,,,,3,1,Qué ñàlazeedí' cuaana'naxhi.,No se sazonó la fruta.,,
alle,ralè,-alle*,EJG;JLC;ND;RLC;VP,vC:i,C,NO,523,"To be born, in reference primarily to mammals including humans.","Nacer, dicho principalmente de los mamíferos incluyendo a los humanos.",life stages,,,r.alle*,g.a*lle* (I),gu.lle*,ka-y.a*lle*,,z.alle*,,,5,5,Gulè ba'du' huiini'.,Nació un(a) niño(a).,Gulè bi'cu' huiini'.,Nació el cachorrito.
alleati,ralè rati,-alle* # -ati,EJG;JLC;RLC,vC:i,C,NO,524,To be stillborn.,Nacer muerto.,wellness,,,r.alle* # r.ati,g.a*lle* # g.ati!7,gu.lle* # guti,,,,,,3,5,Gàlè má guti.,Va a nacer ya muerto.,Gulè guti.,Nació muerto.
allesee,ralèsee,-alle*=see,EJG;JLC;ND;RLC;VP,vC:i,C,NO,525,"To be born prematurely, in reference primarily to a stillbirth that is due to premature labor.","Nacer prematuramente, dicho generalmente de cuando se nace muerto por parto prematuro.",states,,,r.alle*=see,g.a*lle*=see,gu.lle*=see,,,,,,3,2,Gulèseebe.,Nació prematuro (y no sobrevivió).,Xiiñé' gulèsee.,Nació prematuro mi hijo.
anda1,randà,-anda*,EJG;JLC;ND;RLC;VP,vC:i,C,NO,526,To hang.,Colgarse.,states,,,r.anda*,g.a*nda* (I),gu.nda*,,,z.anda*,,,4,6,Gàndà ti ladèdoo ndaani'yoo.,Que se cuelgue una redecilla doméstica del techo de la casa.,Gàndú'; Gàndàlu'.,Que cuelgues.
