entry_id,headword,pdlma,attribution_entry,analysis_codes_raw,verb_class,irregular,sense_id,definition_en,definition_es,semantic_domain,etymology,attribution_sense,habitual,potential,completive,progressive,perfect,future,counterfactual,andative,documented_tam_count,example_count,example_1,example_1_es,example_2,example_2_es
uutixxyee,ruutì'xhiee,-uuti*=x.xyee,EJG;JLC;ND;RLC;VP,vA:caus:irr,A,YES,2367,To kill by asphyxiation.,Matar por medio de asfixia.,actions,,,r.uuti* xye!7; ~ r.uti* xye^e,,biiti*=xye^e,ka-y.uu^ti^ xye!7,,,,,3,0,,,,
uutiyaa,ruutì'yaa,-uuti*=yaa,EJG,vA:caus:irr,A,YES,2368,To infuriate someone to the point of fainting from anger.,Matar de coraje en el sentido de causar un desmayo por coraje.,actions,,EJG,r.uuti* ya^a,,,ka-y.uu*ti* ya^a,,,,,2,1,Ruutì'yaa Fán Pèdru tì canaba'na' Fán yùzè xtì' Pèdru.,Está haciendo enojar Juan a Pedro por que le anda robando su ganado Juan a Pedro.,,
uutizheexe,ruutì'xeexhe',-uuti*=zheexe,EJG;JLC;RLC,vA:caus:irr,A,YES,2369,To infuriate someone to the point of fainting from anger.,Matar de coraje en el sentido de causar un desmayo por coraje.,actions,,,r.uuti*=zheexe,,,ka-y.uu*ti*=zheexe,,,,,2,1,Ruutì'xeexhe' Fán pèdru .,Le causó coraje Juan a Pedro.,,
uutizhyana,ruutì'xiana,-uuti*=zhyana,JLC;RLC,vA:caus:irr,A,YES,2370,To infuriate someone (lit. to kill by anger).,Matar de coraje en el sentido de una situación en que a alguien se le hace enojar demasiado.,actions,,,r.uti*=zhya^na,,,,,,,,1,3,Rutìxiana Fán Pèdru.,Juan hace enojar mucho a Pedro.,Ruutì'xiana Fán Pèdru.,Juan mata de coraje a Pedro.
uutizi7,ruutì'zì',-uuti*=zi*7,EJG;JLC;ND;RLC;VP,vA:caus:irr,A,YES,2371,"To starve to death, to neglect to death, to keep someone in poverty.","Matar de hambre, matar por descuido o negligencia, tener en la miseria.",actions,,EJG,r.uuti* zi^; ~ r.uti* zi*7; ~ <r.uuti=zi7>,,bi.ti=zi*7,ka-y.uu^ti^ zi^,,,,,3,1,Ruutì'zì'be ca' xiiñi'be.,Deja descuidados a sus hijos.,,
uutu,ruutu',-uutu,EJG;JLC;ND;RGL;RLC;VP,vA:t,A,NO,2372,To grind.,Molerlo.,actions,,EJG;RLC,r.uutu,g.u!7tu,bi.itu; ~ bi.itu7; ~ bi.itu,ka-y.u!utu,,z.uutu,,,5,6,Biitu' caadxì' xubaande' tì gueé' cuba.,Muele un poco de maíz cocido para que yo tome pozol.,Cayúutu nite.,Está moliendo caña.
uutude,ruutu' de,-uutu # de,EJG;ND,vA:t,A,NO,2373,To grind down to a powder.,Moler hasta pulverizar.,processes,,RLC,ruutu # de,,,,,,,,1,1,Ruutu'cabe de.,Van a la molienda (actividad que se lleva a cabo el viernes antes de una boda cuando se va a dejar huevo para la elaboración de marquesotes).,,
uutuzhuba7,ruutu' xubá',-uutu # zhuba!7,JLC;RLC,vA:t,A,NO,2374,To grind corn for nixtamalization.,Moler maíz para nixtamal.,processes,,EJG,,,,,,,,,0,1,Gú'tu' Fán xubá' para cuba.,Que muela Juan nixtamal para masa.,,
uutuna7,ruutu'nà',-uutu=na*7,EJG;JLC;ND;RLC,vA:t,A,NO,2375,"To knead. By extension, to massage.","Amasar con la mano. Por extensión, masajear.",actions,,,r.uutu na^; ~ <r.uutu=na7>; ~ r.uutu=na*7,g.u!7tu=na*7,biitu=na*7,,,,,,3,1,Rutunà'be cuba para gacá' gueta.,Moler la masa con la mano para que se haga tortilla.,,
uutunyee,ruutu'ñee,-uutu=nyee,EJG;RGL,vA:t,A,NO,2376,"To step on, ex. to knead clay with the feet as part of the process to make adobe bricks.","Pisar, pisotear, ej. amasar barro con los pies para hacer ladrillos de adobe.",actions,,,r.uutu=nyee,g.u!tu=nyee; ~ g.u!7tu=nyee,bi.itu=nyee,,,,,,3,0,,,,
uuya,ruuya',-uuya,EJG;JLC;ND;RGL;RLC;VP,vA:t,A,NO,2377,"To see, to look, to look over, to observe, to contemplate.","Mirar, ver, observar, contemplar. Por extensión, supervisar.",perception,,,r.uuya,g.u!7ya (I),bi.iya; ),ka-yu!uya,,z.uuya,,,5,6,Biiya' Fán pà cuxóoñe' rini xtì' Pèdru.,Vio si tenía pulso (lit. corría la sangre de) Pedro.,Cayúuya' Mìnu pàbia' sicarù nuù xquela.,Mino está observando qué tan bonita está su milpa.
uuyachuundu,ruuya'chuundu',-uuya=chuundu,RGL;RLC,vA:i,A,NO,2378,To have blurry vision.,Ver borroso.,wellness,,,r.uuya chuundu,,,,,,,,1,1,Ruuya' chuundu' Gabriela.,Ve borroso Gabriela.,,
uuyadxi,ruuya'dxì,-uuya=dxi*,EJG;JLC;ND;RGL;RLC;VP,vA:t,A,NO,2379,"To contemplate quietly, to stare at.","Contemplar tranquilamente, ver fijamente, quedársele mirando.",perception,,RLC,r.uuya=dxi*,g.u!7ya=dxi* (I),bi.iya=dxi*,ka-yu!7ya=dxi*,,,,,4,5,Ruuya'dxìbe.,Él mira fijamente.,Ruuya'dxì Fán Fàna.,Juana mira fijamente a Juan.
uuyaga,ruuya'ga,-uuya=ga,EJG;RLC,vA:t,A,NO,2380,"To watch over, to look after.","Mirar con cuidado. Por extensión, cuidar.",perception,,RLC,r.uuya ga,g.u!7ya +ga,bi.iya ga,,,,,,3,2,Biiya'ga.,¡Fíjate! (i.e. ¡ten cuidado!),Ruuya'gabe ba'du'.,Le echa un ojo al niño.
uuyala7na,ruuya'la'na',-uuya=la7na,EJG;JLC;RGL;RLC;VP,vA:t,A,NO,2381,To look at someone with disdain.,"Verlo con recelo, ver con malos ojos, verlo feo.",perception,,,r.uuya=la7na,g.u!7ya=la7na (I),bi.iya=la7na,ka-y.u!uya=la7na,,,,,4,2,Cayúuyala'na' Jusé Mariá.,José ve feo a María.,Ruuya'la'na' Fán Pèdru.,Juan mira feo a Pedro.
uuyatuxu,ruuya'tuxhu,-uuya=tuxu,EJG;JLC;RGL;RLC;VP,vA:t,A,NO,2382,To look at someone with disdain.,"Verlo con recelo, ver con malos ojos, verlo feo.",perception,,RLC,r.uuya=tuxu,g.u!7ya=tuxu (I),bi.iya=tuxu,ka-yu!7ya=tuxu,,,,,4,5,Biiya'tuxhucabe.,Vieron feo.,Biiya'tuxhu Mariá Fán.,María vió feo a Juan.
uwi7diidxa,rui' diidxa',-uwi7 # diidxa,EJG;ND;RGL;RLC;VP,vA:t,A,NO,2383,"To tell, to narrate.","Platicarlo, contarlo, narrarlo.",communication,,EJG;ND;RLC,r.uwi7 # diidxa,g.uwi*7 # diidxa,b.uwi7 # diidxa,ka-y.uwi*7 # diidxa,,,,,4,6,Rué' diidxa'.,Platico.,Rué' xtalè diidxa'.,Platico mucho.
wa,rihuà,-wa*,EJG;JLC;ND;RLC;VP,vA:i,A,NO,2384,To reduce in size or volume.,Disminuir de tamaño o de volumen.,change of state,,JLC,,,,,,,,,0,1,Rihuà lu cubaniidxi'yaa.,El queso fresco disminuye su volumen.,,
wa7,rihua',-wa7,EJG;RGL;VP,vB:t,B,NO,2385,To carry something.,Cargarlo.,actions,,,r.wa7,g.wa*7,gu-y.wa7,ka-ywa!7,,,,,4,2,Nuà'.,Lo tiene cargado.,Rua' Mariá xiiñi'.,María carga a su hijo.
wa7ridxi,rihua' ridxi,-wa7 # r.idxi,RLC;VP,vB:t,B,NO,2386,For there to be shouting or noise.,Haber ruidero o griterío.,actions,,RLC,,,,,,,,,0,0,,,,
waawa,rihuaahua',-waawa,EJG;ND;RLC;VP,vA:i vers,A,NO,2387,"To come loose, to become loose-fitting or baggy.","Aflojarse, hacerse holgado o guango.",change of state,,,ri-waawa,gi-wa!awa,bi-waawa,,,,,,3,1,Bihuaahua' xhababe.,Se le hizo guango la ropa.,,
wati,rihuatì,-wati*,EJG;RLC,vA:i vers,A,NO,2388,"To be stunned, to act like a fool.","Atontarse, hacerse el tonto.",states,,RLC,ri-wati*,gi-wa*ti*,bi-wati*,,,,,,3,1,(Gu)ihuàtì bè para netí' naa lá.,"Que se haga el tonto, no me importa.",,
wi7,rihui',-wi7,ND;RLC,vA:i,A,NO,2389,"To turn itself off, to switch itself off.",Apagarse.,change of state,,,ri-wi7,gi-wi!7,bi-wi7,,,,,,3,1,Rihui' fòcocá.,Se apaga ese foco.,,
wii,rihuii,-wii,VC,vA:i vers,A,NO,2390,To become sick with an undiagnosed ailment.,Enfermarse de un mal grave y que no ha sido diagnosticado.,wellness,,,ri-wii,gi-wi!i,bi-wii,,,,,,3,1,Zaa guihuíibe.,Deja que se agrave (de salud).,,
wiini,rihuiini',-wiini,EJG;JLC;ND;RLC;VP,vA:i vers,A,NO,2391,To become small.,"Achicarse, empequeñecerse.",change of state,,,ri-wiini,i-wi!ini,bi-wiini,,,,,,3,1,Bihuiini'.,Se hizo chiquito.,,
winni,rihuinnì,-winni*,EJG;JLC;RLC;VP,vA:i,A,NO,2392,"To reflect, to become transparent, to appear in sight, to come into view, to be discerned.","Reflejarse, transparentarse, translucirse, vislumbrarse, divisarse.",change of state,,,ri-winni*,gi-wi*nni* (I),bi-winni*,,,,,,3,3,Rihuiné' stì làdu.,Me veo al otro lado (ej. en el reflejo del espejo).,Rihuinné' ndaani' nisa dí'.,Me veo en el agua.
winnixtuxu,rihuinnì xtuxhu,-winni* x.tuxu,JLC;RLC,vA:i,A,NO,2393,To shine.,Brillar.,states,,,,,,,,,,,0,1,Rihuinnì xtuxhu gubidxa ndani nisa.,Brilla el resplandor del sol en el agua.,,
xaaya,rixhaaya',-xaaya,EJG;ND,vA:i vers,A,NO,2394,To become rough or pockmarked.,Ponerse áspero o hacerse cacarizo.,change of state,,,ri-xaaya,gi-xa!aya,bi-xaaya,ka-xa!7ya,,za-xaaya,,,5,2,Bixhaaya' ladibe.,Se puso áspera su piel.,Zaxhaaya'.,Se pondrá áspero.
xakala7dxi,rixhacala'dxi',-xaka=la7dxi,EJG;JLC;ND;RLC;VP,vA:i,A,NO,2395,To display signs of boredom or annoyance.,Demostrar fastidio o aburrición.,behavior,,,ri-xaka=la7dxi,gi-xa!ka=la7dxi,bi-xaka=la7dxi,,,,,,3,2,Rixhacala'dxi' Fán.,Se aburre Juan.,Zaxhacala'dxi'; Saxhacala'dxi'.,Se va a fastidiar.
xaku,rixhacu,-xaku,EJG;JLC;ND;RLC,vA:i vers,A,NO,2396,To become rough or uneven.,Ponerse áspero o rasposo.,change of state,,,ri-xaku,gi-xa!ku,bi-xaku,,,,,,3,3,Bixhacu ladé'.,Se me llenó de ronchas mi piel.,Bixhacu lubè.,Se le llenó de huequitos la cara.
xama,rixhamà,-xama*,EJG,vA:i vers,A,NO,2397,To become ugly to the point of being considered monstrous due to being disproportionate.,Ponerse feo al grado de considerarse monstruoso por estar desproporcionado.,change of state,,,ri-xama*,gi-xa*ma*,bi-xama*,,,za-xama*,,,4,0,,,,
xamalu,rixhamà lu,-xama* # lu,EJG;JLC;VC,vA:i vers,A,NO,2398,To become ugly to the point of being considered monstrous because of a disproportionate face.,Ponerse feo al grado de considerarse monstruoso por tener la cara desproporcionada.,actions,,,ri-xama* lu,,,,,,ni-xa*ma # lu,,2,1,Quí nixhàmadí' lube.,No se le hizo fea y grande su cara.,,
xeembe,rixheembe',-xeembe,EJG;JLC;ND,vA:i vers,A,NO,2399,"To become deformed or misshapen. By extension, to make faces.","Apachurrarse, deformarse. Por extensión, hacer muecas.",change of state,,EJG;JLC;RGL;RLC,ri-xeembe,gi-zhe!embe,bi-xeembe,ka-xe!embe,,za-xeembe,,,5,5,Bixheembe' Linu lu ra culidxi bixhoze laa.,Lino hizo muecas ante el llamado de atención que le hizo su padre.,Bixheembe' lu León.,A León se le deformó la cara.
xeemberwaa,rixheembe'ruaa,-xeembe=rwaa,EJG;JLC;RLC,vA:i vers,A,NO,2400,To make faces.,Hacer muecas.,manner,,,ri-xeembe=rwaa,gi-zhe!embe=rwaa,bi-zheembe=rwaa; ~ bi-xeembe=rwaa,ka-xe!embe=rwaa,,,,,4,3,Bixeembe' ruaa Fán.,Juan hizo mueca.,Guixéemberuaa Fán.,Que Juan haga su mueca de que quiere llorar.
xii,rixhii,-xii,EJG;ND,vA:i vers,A,NO,2401,For land to become covered with brush.,Llenarse de maleza.,plants,,,ri-xii,gi-xi!i,bi-xii,ka-xi!i,,za-xii,,,5,3,Bixhii layu xtì' Mente.,Se enmontó el terreno de Mente.,Caxhíi.,Está cubriéndose de monte.
xiidi,rixhiidi',-xiidi,EJG;JLC;ND;RLC,vA:i,A,NO,2402,"To become entangled in relation to hair, or become gnarled in relation to wild plant growth.","Enmarañarse, ya sea con relación al cabello o a la maleza.",change of state,,,ri-xiidi,gi-xi!idi,bi-xiidi,,,,,,3,4,Cà bixhiidi'.,Enredado al grado de estar apelmazado.,Cà bixhiidi' (gu)ichaiqué'.,Está enredado mi cabello.
xiiwi,rixhiihui',-xiiwi,EJG;ND,vA:i vers,A,NO,2403,To become excessive.,"Excederse, hacerse excesivo.",change of state,,,ri-xiiwi,i-xi!iwi,bi-xiiwi,,,,,,3,1,Bixhiihui'xha'ta'.,Se llenó demasiadísimo (ej. un terreno que se llenó de matorral espinoso).,,
xinni,rixhinni,-xinni,EJG;JLC;ND;RLC;VP,vA:i,A,NO,2404,To get dark at nightfall.,Anochecerse.,phenomena,,,ri-xinni,gi-xi*nni (); ~ gi-xi!nni,bi-xinni,ka-xi!nni,,za-xinni,,,5,3,Caxhínni.,Está obscureciendo.,Má huaxhinni.,Ya es de noche.
xixi,rixhixhì,-xixi*,EJG;JLC;ND;RLC;VC;VP,vA:i,A,NO,2405,"To become gaunt, pale or melancholy-faced.","Demacrarse, ponerse pálido o de rostro melancólico.",wellness,,,ri-xixi*,gi-xi*xi*,bi-xixi*,,,,,,3,2,Bixhixhì lube.,Su cara se demacró.,Caxhìxhì lu.,Está poniéndose demacrada la cara.
xixilu,rixhixhì lu,-xixi* # lu,EJG;VC,vA:i,A,NO,2406,"For the face to acquire a gaunt, pale or melancholic look.","Ponérsele la cara demacrada, pálida o melancólica.",change of state,,RLC,ri-xixi* lu,gi-xi*xi* lu,bi-xixi* lu,ka-xi*xi* lu,,,ni-xi*xi* lu,,5,1,Quí nixhìxhìdí' lube.,No se le puso pálida la cara.,,
xoka,rixhoca,-xoka,EJG;VC,vA:i vers,A,NO,2407,To become rough or pockmarked.,Ponerse áspero o hacerse cacarizo.,change of state,,,ri-xoka,gi-xo!ka,bi-xoka,,,,,,3,0,,,,
xondanyee,rixhondà ñee,-xonda* # nyee,EJG;RLC,vA:i vers,A,NO,2408,Stumbling or staggering when walking due to a misshapen leg.,Tropezarse o tambalearse al caminar por tener una pierna torcida.,actions,,RLC,ri-xonda* # nyee,gi-xo*nda* # nyee,bi-xonda* # nyee,,,,ni-xo*nda* # nyee,,4,2,Qué nixhòndàdí' ñee Fán.,No camina pesado Juan (porque le pusieron zapatos ortopédicos).,Rixhondà ñee Gabriela.,Gabriela no tiene fuerza en su pie.
xopa,rixhopà,-xopa*,EJG;JLC;ND;RLC;VP,vA:i vers,A,NO,2409,"To shrink into a deformed shape, as in the case of leather or plastic exposed to high heat, or of a foot that cramps.","Encogerse, contraerse, arrugarse, como el cuero o el plástico expuesto al calor fuerte, o como cuando el pie se acalambra.",change of state,,EJG;JLC;RGL;RLC,ri-xopa*,gi-xo*pa* (I),bi-xopa*,,,za-xopa*,,,4,1,Bia birì de bixhopà ñee Fán.,Tiene hormiguitas porque se entumió el pie de Juan.,,
xuuni,rixhuuni',-xuuni,EJG;JLC,vA:i vers,A,NO,2410,"To shrink into a deformed shape, as in the case of leather or plastic exposed to high heat.","Encogerse, contraerse, como el cuero o el plástico expuesto al calor fuerte.",change of state,,,ri-xuuni,gi-xu!uni (),bi-xuuni,,,,,,3,0,,,,
xuxu,rixhuxhù,-xuxu*,EJG;JLC;ND;RLC;VP,vA:i vers,A,NO,2411,"To become brittle, as when something like a tortilla is toasted. By extension, to be toasted.","Hacerse quebradizo, dicho de cuando se tuesta algo como una tortilla. Por extensión, tostarse.",change of state,,,ri!xuxu* [CK-ORTH]; ~ ri-xuxu*,i-xu*xu*,bi-xuxu*,ka-xu^xu*,,za-xuxu*,,,5,2,Caxhuxhu.,Está tostándose.,Zaxhuxhu.,Se tostará.
xya,rixhià,-xya*,VC,vA:i,A,NO,2412,"To spread out, thereby covering all allowable space, ex. spread out wings, when smiling broadly, when occupying all space on a bed.","Extenderse y ocupar todo el espacio, ej. alas extendidas, cuando uno sonríe ampliamente, cuando uno ocupa toda la cama.",change of state,,,ri-xya*,gi-xya*,bi-xya*,,,,,,3,0,,,,
ya,ria,-y.a,EJG;JLC;ND;RGL;RLC;VP,vA:i,A,NO,2413,"To disintegrate, ex. as when ice melts or a solid dissolves in water.","Deshacerse, desintegrarse, ej. como cuando el hielo se derrite, o un sólido se diluye en el agua.",change of state,,EJG;JLC;RGL;RLC,r.y.a,g.y.a! (),b.y.a,ka-y.a!,,,n.y.a!,,5,5,Bia palètacà.,Se derritió (la paleta).,Cayá birì ñee'.,Tengo un calambre en el pie.
yaladi,ria ladi,-y.a ladi,RLC,vA:i,A,NO,2414,For the skin to develop sores (lit. for the skin to disintegrate).,Salir llagas en la piel (lit. deshacerse la piel).,wellness,,,,,,,,,,,0,1,Cayá ladibe.,Le están saliendo llagas.,,
ya7-2,ria',-y.a7,EJG;JLC;ND;VC;VP,vA~C:i,A~C,NO,2415,"To be made, to be manufactured, to be built.","Hacerse, elaborarse, fabricarse, construirse.",processes,,EJG;JLC;RGL,r.y.a7,cha^; ~ g.y.a!7; ~ cha*7 (),"b.y.a7; ~ gu-y.a7; + ""pcp""",ka-y.a!7,,z.y.a7,nya!7,,6,6,Caya' ti mexá' xti' xiiñe'.,Se está haciendo una mesa para mi hijo.,"--Ma' guya' bizuudi' bicaabe' lii lá.
--Ma' ya'ni, sacasini cabesa'.","--¿Ya se hizo la enagua que te encargué?
-- Ya está hecha, sólo espero el pago."
ya7de,ria'de',-y.a7de,JLC;ND;VP,vA:t,A,NO,2416,To be gifted something.,Regalársele.,experience,,,r.ya7de,g.ya!7de (I),b.ya7de,,,,,,3,1,Ria'de' binnì bizaa nè dxiña.,Recibe la gente frijol y azúcar (ej. cuando de vez en cuando llega un político y da despensas).,,
ya7ki,ria'qui',-y.a7ki,EJG;JLC;ND;RGL;VP,vA~C:i,A~C,NO,2417,To be burned.,Quemarse.,states,,JLC;RLC,r.y.a7ki,g.y.a!7ki (); ~ ch.aki!7 (I),b.ya7ki; ~ gu-y.a7ki,ka-ya!7ki,,,nya!7ki,,5,6,Cayá'qui'.,Se está quemando.,Caya'qui' gueta cà suquii.,Se está quemando la tortilla que está en el horno.
ya7kina7,ria'qui' nà',-y.a7ki # na*7,EJG,vA~C:i,A~C,NO,2418,"To be burned, referring figuratively and colloquially to having taken an ill-supported position that was therefore shamefully rejected.","Quemarse, refiriéndose de forma figurada y familiar al hecho de haber tomado una postura mal sustentada que por ello fue rechazada de manera vergonzosa.",states,,JLC,r.ya7ki  # na*7,,,kaya!7ki # na*7,,,,,2,2,Qué ñá'qui'dí' nà'be.,No se quemó su mano.,Qué ñá'qui' nà'dí'be.,No se quemó (i.e. no hizo el ridículo).
ya7kibyaani,ria'qui'biaani',-y.a7ki=b.y.aani,EJG;JLC,vA~C:i,A~C,NO,2419,"To flash, to give off strong light like that of a lightning bolt.","Relampaguear, despedir luz fuerte como la de un rayo.",phenomena,,,r.ya7ki b.y.aani,,gu-ya7ki b.y.aani,ka-ya!7ki b.y.aani,,,,,3,1,Ria'qui'biaani' ràyu.,Relampaguea el rayo.,,
ya7kibelle,ria'qui'bele,-y.a7ki=belle,EJG,vA~C:i,A~C,NO,2420,To burn under strong flames.,Quemarse o arder en llamas.,states,,,,,,ka-ya!7ki=belle,,,n.ya!7ki=belle,,2,3,Cayá'qui'bele.,Está ardiendo el fuego.,Caya'qui'bele.,Está ardiendo y levantando llamarada.
ya7kinyee,ria'qui'ñee,-y.a7ki=nyee,EJG;JLC;ND,vA~C:i,A~C,NO,2421,To be cheated on by a romantic partner.,Ser engañado por la pareja romántica.,states,,EJG;JLC,r.y.a7ki nyee,,b.y.a7ki nyee,kaya!7ki nyee,,,,,3,5,Bia'qui'ñee Fán.,Se engañó a Juan. (lit. le quemaron la canilla a Juan),Cayá'qui' ñee Fán.,Le están poniendo los cuernos a Juan.
ya7pi,ria'pi',-y.a7pi,EJG;JLC;ND;RLC,vA~C:i,A~C,NO,2422,"To climb, to ascend, to mount. By extension, to have sex, to make love.","Subirse, treparse, encaramarse, montarse, ascender. Por extensión, tener sexo, hacer el amor.",actions,,,r.y.a7pi,ch.api!7; ~ g.y.a!7pi,b.y.a7pi; ~ gu-y.a7pi,ka-y.a!7pi ,,,ny.a!7pi,,5,4,(Gue)ndaria'pi'.,Un polvo (manera coloquial de referirse a tener sexo).,Mà ria'pi'be.,Ya está sexualmente activo.
ya7piike,ria'pi-ique',-y.a7pi=ike,RLC,vA~C:i,A~C,NO,2423,For saliva to rise to the head. Sudden ailment that some consider to be life-threatening.,Subírsele la saliva a la cabeza. Algunos consideran que esta afección repentina puede poner en riesgo la vida.,actions,,,,,b.ya7pi ike,,,,,,1,1,Bia'pi' ique.,Se le subió la saliva a la cabeza.,,
ya7pinisa,ria'pi'nisa,-y.a7pi=nisa,EJG;JLC;ND;RLC;VC;VP,vA~C:i,A~C,NO,2424,"For liquid to rise, ex. when water evaporates, when having acid reflux. This also refers to the action of lightning without rain based on the idea that rain is still accumulating.","Elevarse un líquido, ej. al evaporarse el agua, al tener reflujo gástrico. También se refiere a la acción de relampaguear sin llover por la idea de que la lluvia se está acumulando.",actions,,EJG;JLC;RGL;RLC,r.ya7pi nisa,g.ya!7pi (),b.ya7pi,,,,,,3,5,Cayá'pi'nisa xa(gu)ibá'.,Se está acumulando la lluvia en el cielo.,Neegue' bia'pi'nisa stàlè.,Ayer relampagueó mucho.
ya7ri,ria'ri',-y.a7ri,EJG;JLC;ND;RGL;RLC;VP,vA:i,A,NO,2425,"To be washed. By extension, to be cleaned out.","Lavarse. Por extensión, desvalijarse.",change of state,,JLC,r.ya7ri,g.ya!7ri (),"b.ya7ri; ~ b.ya7ri + ""pcp""",ka-ya!7ri,,z.y.a7ri,nya!7ri,,6,6,Guiá'ri'nèni.,Se lava con eso.,Má bia'ri'be.,Se quedó sin un peso.
yabiri,riabirì,-y.a=bi-ri*,JLC;RLC,vA:i,A,NO,2426,To have a tingling sensation after an extremity of the body becomes numb.,Tener una sensación de hormigueo como cuando se entume una extremidad del cuerpo.,wellness,,JLC;RLC,r.ya! bi-ri*,g.ya! bi-ri*,b.ya! bi-ri*,,,,,,3,4,Biabirì ñee Fán.,Juan siente un hormigueo en su pie.,Biabirì ñee Fán.,Se entumió el pie de Juan.
yaadxa,riaadxa',-y.aadxa,EJG;JLC;ND;RGL;VP,vA:a,A,NO,2427,"To lack, to be lacking, to be short of, to not show up.","Faltar, faltarle.",states,,,r.yaadxa,g.ya!adxa (),b.yaadxa,,,z.y.aadxa,,,4,6,Cayáadxa'.,Está faltando (alguien).,Riaadxa' bidxichi laa.,Le falta de dinero.
yaadxala7dxido7,riaadxa' la'dxi'do',-y.aadxa la7dxi=do7,RLC,vA:i,A,NO,2428,To lack courage (lit. for the heart to be lacking).,"Tener pena, faltarle valor (lit. faltarle el corazón).",behavior,,RLC,,,,,,,,,0,1,Biaadxa'ladxido'be.,Le dio pena.,,
yaagi,riaagui',-y.aagi,RLC,vA:i,A,NO,2429,"To be quiet, to be slow in reacting, possibly due to a cognitive disability.","Estar callado, ser lento en reaccionar, posiblemente debido a una discapacidad cognitiva.",character attributes,,,ri-yaagi,gi-y.a!agi,bi-y.aagi,,,,,,3,1,Riyaagui'.,Se asonsa.,,
yaana,riaana',-y.aana,EJG;JLC;ND;VP,vA:i,A,NO,2430,"To plow, to clear the vegetation in a plot of land.","Barbecharse, abrirse surco, limpiarse un terreno de siembra.",cultivation,,,r.y.aana,g.y.a!ana,b.y.aana,,,z.y.aana,,,4,5,Biaana.,Se barbechó.,Biaanà' jmá (gu)endaró.,Quedó más comida.
yaana-2,riaanà',-y.aana*,EJG;JLC;ND;RGL;RLC;VP,vA:i,A,NO,2431,"To remain, to be left behind.","Quedar, quedarse, permanecer.",states,,,r.y.aana*,g.y.aa*na* (I),"b.y.aana* + ""pcp""",ka-yaa^na*,,z.y.aana*,,,5,6,"Ca biza'na' Lulú rieca' saa, laa riaana rapa yoo.","Los hermanos de Lulú van a la fiesta, ella se queda a cuidar la casa.",Chonnà guiree chupà guiaànà tobi.,De tres salen dos queda uno.
yaanalugubidxa,riaanà' lu gubidxa,-y.aana* # lu gu-bidxa,JLC,vA:i,A,NO,2432,To end up in poverty (lit. to be left under the sun).,Quedar en la pobreza (lit. quedar bajo el sol).,change of state,,,,,bi.aana* lu gu-bidxa,,,,,,1,1,Biaanà' Fán lu gubidxa.,Juan quedó en la pobreza (lit. expuesto al sol).,,
yaananeza,riaanà' neza,-y.aana* # neza,JLC,vA:i,A,NO,2433,"To be stuck on the way, to stay or fall behind.","Quedarse en el camino, atrasarse.",states,,,r.y.aana* # neza,,bi.aana* ne^za,,,,,,2,1,Riaanà' Fán neza.,Se queda Juan en el camino.,,
yaanatobisi,riaanà' tobisì,-y.aana* # tobi +si*,EJG;JLC;ND;RGL;RLC;VP,vA:i,A,NO,2434,To be in agreement.,Quedar de acuerdo.,states,,,r.y.aana*# tobi +si*,g.y.aa*na* # tobi +si*,b.y.aana* # tobi +si*,,,,,,3,1,Biaanà' nèbe laa tobisì.,Se pusieron de acuerdo.,,
yaanazhyeladi,riaanà' xièladi,-y.aana* # zhye*=ladi,JLC;RLC,vA:i,A,NO,2435,To end up naked.,Quedarse desnudo.,change of state,,,,,b.y.aana* zhye* la^di,,,,,,1,2,Biaanà' Fán xiè ladi cana ucheèchè' biduaa.,Se quedó desnudo Juan y reparte plátano.,Biaanà' xièladi Fán.,Juan quedó desnudo.
yaanaka,riaanà'cà,-y.aana* +ka*,EJG;JLC,vA:i,A,NO,2436,"To be detained, to be suspended, to be interrupted.","Quedar detenido, quedar suspendido, ser interrumpido.",change of state,,EJG;JLC,r.yaana* ka*,,b.yaana*=ka*,,,,,,2,3,"Biaanà' cà clàse, má quí ñuu.","Se suspendieron las clases, no hubo.",Biaanà'cà Fán.,Se detuvo Juan.
yaanata7,riaanà'ta',-y.aana*=ta7,EJG;JLC,vA:i,A,NO,2437,"To be dumped on the ground. By extension, to be abandoned or left to one's own devices.","Quedarse tirado, quedarse botado. Por extensión, quedarse abandonado a su suerte.",position,,,r.yaana* ta7,,,,,,,,1,1,Riaanà'ta' Fán galahuí neza.,Se queda tirado Juan en medio del camino.,,
yaandala7dxi,riaanda'la'dxi',-y.aanda=la7dxi,EJG,vA:i,A,NO,2438,To forget.,Olvidarse.,cognition,,,r.yaanda na-la7dxi,,,,,,,,1,1,Qué ñáandala'dxi'dí'be.,No se le olvidó.,,
yaandezhuba7,riaande'(xubá'),-y.aande(=zhuba!7),EJG;JLC;VP,vA:i,A,NO,2439,For corn to be cooked.,Cocerse el maíz.,processes,,EJG;RLC,r.y.aande,g.ya!ande,b.y.aande,,,,,,3,1,Riaande' xubá'.,Se cuece el maíz.,,
