ID,Language_ID,Headword,Part_Of_Speech,Attribution,Additional_Information,PDLMA
nirugagichaike,jzd,ni ruga (guicha) ique,rlc:lf,JLC,,ni r.u-ga (gicha) ike
nirukizhe,jzd,ni ruquixe,rlc:lf,JLC,,ni r.u-k.izhe
nirukweezapwerta7,jzd,ni rucueezà' puertá',rlc:lf,JLC,,ni r.u-k.w.eeza* pwerta!7
nirukwiyoo,jzd,ni rucui yoo,rlc:lf,RGL,,ni r.u-k.w.i yoo
nirukaa,jzd,ni rucaa,rlc:lf,JLC,,ni r.u-kaa
nirukaabini,jzd,ni rucaa bini,rlc:lf,JLC,,ni r.u-kaa bi-ni
nirukaagigeza,jzd,ni rucaa gui gueza,rlc:lf,JLC,,ni r.u-kaa gi geza
nirukiichi,jzd,ni ruquiichi',rlc:lf,JAR,,ni r.u-kiichi
nirukiidi,jzd,ni ruquiidi',rlc:lf,RGL,,ni r.u-kiidi
niruseenda,jzd,ni ruseenda',rlc:lf,JLC,,ni r.u-s.eenda
niruseendagi7chi,jzd,ni ruseenda' gui'chi',rlc:lf,JLC,,ni r.u-s.eenda gi7chi
nirusyanda,jzd,ni rusianda,rlc:lf,JLC,,ni r.u-s.y.anda
nirusiidi,jzd,ni rusiidi',rlc:lf,RLC,,ni r.u-siidi
nirutopagizhi,jzd,ni rutopà guixi,rlc:lf,JLC,,ni r.u-topa* gizhi
nirutopayaga,jzd,ni rutopà yaga,rlc:lf,JLC;RGL;RLC,,ni r.u-topa* yaga
niruza7gelagidi,jzd,ni ruza' guelaguidi,rlc:lf,JLC,,ni r.u-z.a7 gela=gidi
niruza7gidibo7ko,jzd,ni ruza' guidi bo'co',rlc:lf,JLC,,ni r.u-z.a7 gidi bo7ko
niruza7giiba,jzd,ni ruza' guiiba',rlc:lf,JLC,,ni r.u-z.a7 giiba
niruza7gisu,jzd,ni ruza' guisu,rlc:lf,JLC,,ni r.u-z.a7 gisu
niruza7yoo,jzd,ni ruza' yoo,rlc:lf,RGL,,ni r.u-z.a7 yoo
niruza7zinyabanda7,jzd,ni ruza' ziña bandà',rlc:lf,JLC,,ni r.u-z.a7 zinya banda*7
niruzuuwaludiidxaxti7binni,jzd,ni ruzuuhua' lu diidxa' xtì' binnì,rlc:lf,RLC,,ni r.u-zuuwa lu diidxa x.ti*7 binni*
nirunidegiiba,jzd,ni runi de guiiba',rlc:lf,RLC,,ni r.uni de giiba
nirunidxiinya,jzd,ni runi dxiiña',rlc:lf,JLC,,ni r.uni dxiinya
nirunioro,jzd,ni runi òro,rlc:lf,RLC,,ni r.uni o*ro
nirunipeynadu,jzd,ni runi peynàdu,rlc:lf,RGL,,ni r.uni peyna*du
niruniremedyu,jzd,ni runi remèdiu,rlc:lf,RGL,,ni r.uni reme*dyu
nirunixki7chixtobi,jzd,ni runi xqui'chi' xtóbi,rlc:lf,JLC,,ni r.uni x.ki7chi x.to!bi
niruunda,jzd,ni ruunda',rlc:lf,RGL;RLC,,ni r.uunda
niryazha,jzd,ni riaxa,rlc:lf,JLC,,ni r.y.azha
niryuuzha7naba7du,jzd,ni riuu xa'na' ba'du',rlc:lf,JLC,,ni r.y.uu zha7na ba7du
niryaa,jzd,ni riaa,rlc:lf,JLC,,ni r.yaa
niribezayuze,jzd,ni ribeza yùzè,rlc:lf,VP,,ni ri-beza yu*ze*
nirika,jzd,ni rica,rlc:lf,RGL,,ni ri-ka
nirikabyeke,jzd,ni rica bieque,rlc:lf,JLC,,ni ri-ka b.y.eke
nirinaazeba7du,jzd,ni rinaazè' ba'du',rlc:lf,RLC,,ni ri-naaze* ba7du
nirinaazebenda,jzd,ni rinaazè' benda,rlc:lf,RGL,,ni ri-naaze* benda
nirinaba7bweltu,jzd,ni rinabá' buèltu,rlc:lf,JLC,,ni ri-naba!7 bwe*ltu
nirisaanagi7chi,jzd,ni risaana' gui'chi',rlc:lf,JLC,,ni ri-saana gi7chi
nirizaakalu,jzd,ni rizaacà' lu,rlc:lf,JLC,,ni ri-zaaka* lu
nirizhuuzhe,jzd,ni rixuuxè',rlc:lf,JLC,,ni ri-zhuuzhe*
niriyaya,jzd,ni riyaya,rlc:lf,JLC,,ni ri.yaya
nirukwigizhi,jzd,ni rucui guixi,rlc:lf,JLC,,ni ru-k.w.i gizhi
nitiisi,jzd,ni tiisì',rlc:lf,EJG,,ni tii +si*
nizeedabi7si,jzd,ni zeedà'bí'sì',rlc:lf,EJG;JLC,,ni z.eeda*=bi!7 +si*
ni7di-2,jzd,ní'di',a,EJG;JLC;RGL;VP,,ni!7di
niitu,jzd,Níitu,n,JLC,n:mas,ni!itu
nizhu,jzd,níxu,s,EJG;ND,,ni!zhu
niyawpopopo,jzd,nḭia̰u po po po,smb,RGL,,ni'ya'w po po po
nide,jzd,̀Nìde,n,JLC,n:fem,ni*de
ninyu,jzd,nìñu,s,EJG;JLC;ND;RLC;VP,,ni*nyu
ninyubizaalu,jzd,nìñu (bizaalu),s,EJG;JLC;ND;RGL;RLC;VP,,ni*nyu (bizaa=lu)
niru,jzd,nìrù,av,EJG;JLC;ND;VC;VP,"av, num:ord",ni*ru*
niwa,jzd,nìhua,s,RLC,,ni*wa
nizhe,jzd,nìxè,s,EJG;JLC;RGL,,ni*zhe*
nisyaasi,jzd,nisiáasi,a,EJG;JLC;RLC;VP,a:ctf,ni-s.y.a!asi
niipi-2,jzd,niìpì',s,JLC,,nii*pi*
niipiyaapu,jzd,niìpì' yaàpù',s,JLC,,nii*pi* yaa*pu*
niidxi,jzd,niidxì',s,EJG;JLC;RLC;VC;VP,,niidxi*
niidxibidxi7,jzd,niidxì' bidxí',s,,,niidxi* bidxi!7
niidxixzhidxi,jzd,niidxì' xhidxi,s,JLC,,niidxi* x.zhidxi
nin,jzd,nin,neg,EJG;RLC;VP,,nin
ninzidiningiinya,jzd,nin zidi nin guiiña',clq,EJG,,nin zidi nin giinya
ninchaa,jzd,ninchaa,s,EJG;JLC;VC;VP,,nin-chaa
nisyaa,jzd,nisiaa,s,EJG;ND;VC,,nis=yaa
nisyaaba,jzd,nisiaaba',s,EJG;JLC;ND;RGL;RLC;VP,,nis=yaaba
nisyaababupu,jzd,nisiaaba' bupu,s,EJG;RLC,,nis=yaaba bupu
nisyaabadxuladi,jzd,nisiaaba' dxuládi,s,RLC,,nis=yaaba dxula!di
nisyaabakichi7,jzd,nisiaaba' quichí',s,RLC,,nis=yaaba kichi!7
nisyaabala7dxi,jzd,nisiaaba' la'dxi',s,EJG;JLC,,nis=yaaba la7dxi
nisyaabaleche,jzd,nisiaaba' lèche,s,RLC,,nis=yaaba le*che
nisyaabanakachi7,jzd,nisiaaba' nacachí',s,RLC,,nis=yaaba na-kachi!7
nisyaabaniidxi,jzd,nisiaaba' niidxì',s,RLC,,nis=yaaba niidxi*
nisyaabazee,jzd,nisiaaba' zee,s,EJG;JLC;RLC,,nis=yaaba zee
nisyaabazhuba7bidxi,jzd,nisiaaba' xubá' bidxi,s,RLC,,nis=yaaba zhuba!7 bidxi
nisa-2,jzd,nisa,s,EJG;JLC;ND;RGL;VP,,nisa
nisaguchachi7,jzd,nisa (g)uchachí',s,RGL,,nisa (g)u-chachi!7
nisalugupa,jzd,nisa (lu) gupa,s,RGL;RLC,,nisa (lu) gupa
nisanaga7nda,jzd,nisa (na)gá'nda',s,EJG;JLC;ND,,nisa (na-)ga!7nda
nisabanyu,jzd,nisa bàñu,s,JLC,,nisa ba*nyu
nisabakaanda,jzd,nisa bacaanda',s,RGL;RLC,,nisa ba-kaanda
nisabandaawa,jzd,nisa bandaahuà',s,EJG;ND,,nisa ba-ndaawa*
nisabasa,jzd,nisa basa,s,EJG;ND;VC,,nisa ba-sa
nisabeendayaa,jzd,nisa beenda' yaa,s,RGL;RLC,,nisa beenda yaa
nisabenye,jzd,nisa beñe,s,JLC;RGL,,nisa benye
nisabichya7,jzd,nisa bichia',s,EJG;ND;VC,,nisa bi-chya7
nisabitii,jzd,nisa bitiì,s,RLC,,nisa bi-tii*
nisabizu,jzd,nisa bizu,s,JLC,,nisa bizu
nisacha7wi,jzd,nisa chá'hui',s,RGL;RLC,,nisa cha!7wi
nisadetyempu,jzd,nisa de tièmpu,s,RLC,,nisa de tye*mpu
nisadu7ga,jzd,nisa dú'ga',s,JLC,,nisa du!7ga
nisaduxu7,jzd,nisa duxhú',s,JLC,,nisa duxu!7
nisadxaa,jzd,nisa dxaà,s,EJG;RGL;RLC,,nisa dxaa*
nisadxaba7,jzd,nisa dxabá',s,JLC,,nisa dxaba!7
nisadxinya,jzd,nisa dxiña,s,EJG;ND,,nisa dxinya
nisadxu7ni,jzd,nisa dxú'ni',s,EJG;JLC;ND;RGL;RLC;VP,,nisa dxu!7ni
nisadxu7nideduba,jzd,nisa dxú'ni' de duba,s,RGL,,nisa dxu!7ni de duba
nisadxu7nidenanchi,jzd,nisa dxú'ni' de nànchi,s,RGL,,nisa dxu!7ni de na*nchi
nisage7la,jzd,nisa gue'la',s,EJG;ND;VC,,nisa ge7la
nisagiinyabichooxe,jzd,nisa guiiña' bichooxhè',s,VC,,nisa giinya bi-chooxe*
nisagiiyu,jzd,nisa guiiyù',s,JLC,,nisa giiyu*
nisakandaabi,jzd,nisa candáabi,s,JLC,,nisa ka-nda!abi
nisakandani,jzd,nisa candàni,s,RGL;RLC,,nisa ka-nda*ni
nisakichi7,jzd,nisa quichí',s,JLC,,nisa kichi!7
nisakoko,jzd,nisa còco,s,RGL,,nisa ko*ko
nisakuba,jzd,nisa cuba,s,JLC,,nisa kuba
nisakwaju,jzd,nisa cuàju,s,RGL,,nisa kwa*ju
nisakwananaxi,jzd,nisa cuananaxhi,s,RGL,,nisa kwana=naxi
nisalu,jzd,nisa lu,s,EJG;JLC;ND;RGL;VP,,nisa lu
nisaluba7,jzd,nisa luba',s,RGL,,nisa lu-ba7
nisaluna,jzd,nisa luna,s,EJG;JLC;ND;RGL;RLC;VP,,nisa luna
nisanaxi,jzd,nisa naxhi,s,JLC,,nisa naxi
nisanda7,jzd,nisa ndá',s,EJG;JLC;ND;RGL,,nisa nda!7
nisandadxinya,jzd,nisa ndà dxiña,s,JLC,,nisa nda* dxinya
nisandaaya,jzd,nisa ndaaya',s,EJG;JLC;ND;RGL;RLC;VP,,nisa ndaaya
nisapresa,jzd,nisa prèsa,s,RGL,,nisa pre*sa
nisaruunalu,jzd,nisa ruuna' lu,s,RGL;RLC,,nisa r.uuna lu
nisaridxuuni,jzd,nisa ridxuuni',s,JLC,,nisa ri-dxuuni
nisaridyee,jzd,nisa ridiee,s,JLC,,nisa ri-dyee
nisarinda7naxi,jzd,nisa rinda' naxhi,s,JLC,,nisa ri-nda7 naxi
nisarini,jzd,nisa rini,s,JLC,,nisa rini
nisaroonde,jzd,nisa roondè',s,EJG;JLC;ND;RGL;RLC;VP,,nisa roonde*
nisasteru,jzd,nisa stèru,s,RGL;RLC,,nisa ste*ru
nisatubu,jzd,nisa tùbu,s,JLC;RGL,,nisa tu*bu
nisaxkixi7,jzd,nisa xquixhí',s,EJG;JLC;ND;RGL;RLC;VP,,nisa x.kixi!7
nisaxtrooko,jzd,nisa xtroocò',s,VC,,nisa x.trooko*
nisayana7,jzd,nisa yaná',s,JLC,,nisa yana!7
nisayuudxu,jzd,nisa yuudxu',s,JLC;RGL,,nisa yuudxu
nisazhi,jzd,nisa xi,s,EJG;ND;RGL,,nisa zhi
nisazidi,jzd,nisa zidi,s,EJG,,nisa zidi
nisado7,jzd,nisado',s,EJG;JLC;ND;RGL;VP,,nisa=do7
nisado7bani,jzd,nisado' banì,s,EJG;JLC;ND;RGL;RLC;VP,,nisa=do7 bani*
nisado7yati,jzd,Nisado' Yatì,s,EJG;JLC;ND;RGL;RLC,,nisa=do7 y.ati*
nisagye,jzd,nisaguie,s,EJG;JLC;ND;RGL;VP,,nisa=gye
nisagyebi,jzd,nisaguie bi,s,JLC;RGL;RLC,,nisa=gye bi
nisagyede,jzd,nisaguie de,s,JLC;RGL,,nisa=gye de
nisagyemboolo,jzd,nisaguie mboolo',s,RGL,,nisa=gye mboolo
nisanda7-2,jzd,Nisanda,s,JLC,,nisa=nda!7
niteyaza,jzd,nite yaza,s,EJG;VC,,nite yaza
niza,jzd,niza,s,,,niza
nizawayachi,jzd,niza huayachi,s,RLC;VC,,niza wa-yachi
nobya,jzd,nòbia,s,RGL;RLC;VP,,no*bya
nobyairageela,jzd,nòbia irá gueela',s,RGL;RLC,,no*bya i-ra! geela
nobyo,jzd,nòbio,s,VP,,no*byo
nobyembre,jzd,nobièmbre,s,RGL;RLC,,nobye*mbre
ntaa,jzd,ntáa,smb,JLC,,nta!a
ntinndintintintin,jzd,ntín ndín tín tín tín,smb,RGL,,nti!n ndi!n ti!n ti!n ti!n
ntum,jzd,ntúmˤ,smb,RLC,,ntu!m:
nuku,jzd,Nùcu,n,JLC,n:mas,nu*ku
nunka,jzd,nùnca,av,JLC;RLC;VP,,nu*nka
nunu,jzd,nùnu,voc,JLC;ND,,nu*nu
numba7,jzd,numbà',av,EJG;JLC;ND;RGL;RLC;VP,,nu-mba*7
nuchi7,jzd,nuchí',av,EJG;JLC;ND;RGL;RLC;VP,,nuchi!7
nuna,jzd,nuna,av,EJG;ND;VC,,nuna
nuubi,jzd,nuubi',s,EJG;ND;VC,,nuubi
nuubigaana,jzd,nuubi' gaana',s,EJG;VC,,nuubi gaana
nuubigudxi,jzd,nuubi' gudxi,s,EJG;VC,,nuubi gudxi
nuubizhor,jzd,nuubi' xór,s,EJG,,nuubi zho!r
nuubizhwa,jzd,nuubi' xuá,s,EJG;VC,,nuubi zhwa!
nuupi,jzd,nuupì',s,JLC;ND;RLC,,nuupi*
nya7h7h7h,jzd,ñá '̤ '̤ '̤,smb,RLC,,nya! 7H 7H 7H
nyada,jzd,ñàda,s,JLC,,nya*da
nyadu,jzd,ñàdu,s,JLC,,nya*du
nyaa,jzd,ñaa,s,,,nyaa
nyaayu7du,jzd,ñaa yu'du',s,,,nyaa yu7du
nyanya-2,jzd,ñaña,s,EJG,,nyanya
nyee,jzd,ñée,int,VP,,nye!e
nyeela,jzd,ñéelá,itj,EJG;JLC;ND;VP,,nye!e +la!
nyeka,jzd,ñéca,s,RLC,,nye!ka
nye7nye7,jzd,ñẽ' ñẽ',smb,JLC,,nye&7 nye&7
nyee1,jzd,ñee,s,JLC;ND;RGL;RLC;VP,,nyee
nyee2,jzd,ñee,s,JLC;ND;RGL;RLC;VP,s:rel,nyee
nyeebidxi7,jzd,ñee bidxí',s,RGL,,nyee bidxi!7
nyeechiita,jzd,ñee chiità',s,RGL;RLC,,nyee chiita*
nyeechuku,jzd,ñee chucu,s,RGL,,nyee chuku
nyeeduubi,jzd,ñee duubi',s,RGL,,nyee duubi
nyeeespor,jzd,ñee espór,s,RGL;RLC,,nyee espo!r
nyeegriw,jzd,ñee gríu,s,RLC,,nyee gri!w
nyeelaga,jzd,ñee laga,s,RGL,,nyee laga
nyeepandu,jzd,ñee pandu,s,RGL;RLC,,nyee pandu
nyeeruku,jzd,ñee rucu,s,RGL,,nyee ruku
nyeeseja,jzd,ñee sèja,s,RGL,,nyee se*ja
nyeexonda,jzd,ñee xhondà,s,EJG;VC,,nyee xonda*
nyeeyelle7,jzd,ñee yelé',s,VC,,nyee y.elle!7
nyeeya7ki,jzd,ñee yá'qui',s,RLC,,nyee ya!7ki
nyeeyaa,jzd,ñee yaa,s,RLC,,nyee yaa
nyeeyoo,jzd,ñee yoo,s,RGL,,nyee yoo
nyudu,jzd,ñùdu,s,RLC,,nyu*du
nyudukwachi,jzd,ñùdu cuáchi,s,RGL,,nyu*du kwa!chi
nyudungiiyu,jzd,ñùdu nguiiyu',s,JLC,,nyu*du ngiiyu
nyudurudye,jzd,ñùdu rudie,s,JLC,,nyu*du r.u-dye
o-2,jzd,o,cnj,,,o
ozha,jzd,oxà,itj,EJG;RLC,,o +zha*
ofe,jzd,Òfe,n,JLC,n:fem,o*fe
oka,jzd,Òca,n,JLC,n:mas,o*ka
okamaxi,jzd,Òca Màxhi,n,JLC,nn:mas,o*ka ma*xi
okananchi,jzd,Òca Nànchi,n,JLC,nn:mas,o*ka na*nchi
okarwango,jzd,Òca Ruángo,n,JLC,nn:mas,o*ka rwa!ngo
okasibil,jzd,Òca Sibíl,n,JLC,nn:mas,o*ka si-bi!l
oli,jzd,Òli,n,RLC,nn:fem,o*li
olladenisa,jzd,òla de nisa,s,RLC,,o*lla de nisa
ombre,jzd,òmbre,s,VP,,o*mbre
ombrewiini,jzd,òmbre huiini',s,RLC;VP,,o*mbre wiini
ongo,jzd,òngo,s,RGL;RLC,,o*ngo
ora,jzd,òra,int,EJG;JLC;RLC;VP,,o*ra
orake,jzd,òraquè,av,EJG;RLC;VP,,o*ra +ke*
orakeka,jzd,òraquècà,av,EJG;RLC;VP,,o*ra +ke* +ka*
orarika,jzd,òrarì' cà,av,EJG,,o*ra +ri*' +ka*
oraga,jzd,òra ga,av,EJG;RLC,,o*ra ga
orari7,jzd,òra rì',av,EJG;VP,,o*ra ri*7
oratiika,jzd,òra tiicà',av,EJG,,o*ra tii +ka*
oratiisi,jzd,òra tiisì',av,EJG;VP,,o*ra tii +si*
orde,jzd,òrde,s,RGL;RLC,,o*rde
organo,jzd,òrgano,s,RGL;RLC,,o*rga-no
orno,jzd,òrno,s,JLC;RLC,,o*rno
ornobuu,jzd,òrno buù,s,RLC,,o*rno buu*
ornogiiyu,jzd,òrno guiiyù',s,JLC;RLC,,o*rno giiyu*
ornogisu,jzd,òrno guisu,s,RGL;RLC,,o*rno gisu
oro,jzd,òro,s,RGL;RLC,,o*ro
oli-2,jzd,Olí,n,RLC,n:fem,o-li!
onor,jzd,onór,s,RGL,,o-no!r
oregano,jzd,orègano,s,,,ore*gano
orketa,jzd,orquèta,s,JLC;RGL;RLC,,orke*ta
orketaules,jzd,orquèta ùles,s,RGL;RLC,,orke*ta u*les
orketayaganyee,jzd,orquèta yaga ñee,s,RGL;RLC,,orke*ta yaga nyee
orrchataderosadekastya,jzd,orrchàta de ròsa de castiá,s,RLC,,orrcha*ta de ro*sa de ka-stya!
otubre,jzd,otùbre,s,RGL;RLC,,otu*bre
ppppwp,jzd,ṕṕṕṕ ʘ,smb,RGL,,p!p!p!p! Wp!
pora,jzd,pòra,int,JLC;ND;RGL;RLC;VP,,p.o*ra
p3mp3m,jzd,pɨ́m pɨ́m,smb,RLC,,p3!m p3!m
p4,jzd,pa,smb,RGL,,p4
parhaparhaparhaparha,jzd,pArhA pArhA pArhA pArhA,smb,,,pA-rhA pA-rhA pA-rhA pA-rhA
pik,jzd,pIc,smb,RGL,,pIk
pik7,jzd,pIc',smb,RGL,,pIk7
papapapa1,jzd,pa pa pa pa,smb,JLC;RGL,,pa pa pa pa
papapapa2,jzd,pa pa pa pa,smb,RGL,,pa pa pa pa
pa,jzd,pá,voc,JLC,,pa!
paapaapaa,jzd,páa páa páa,smb,RGL,,pa!a pa!a pa!a
paa7pa,jzd,páa̰' pa̰,smb,RGL,,pa!a'7 pa'
par,jzd,pár,s,RGL,,pa!r
pas,jzd,pás,smb,RGL,,pa!s
paw7paw7,jzd,páu' páu',smb,RGL;RLC,,pa'!w7 pa'!w7
paa,jzd,pa̰a̰,smb,RGL,,pa'a'
paapaapaa-2,jzd,pa̰a̰ pa̰a̰ pa̰a̰,smb,RGL,,pa'a' pa'a' pa'a'
pas-2,jzd,pa̰s,smb,RGL,,pa's
paw,jzd,pa̰u,smb,RGL,,pa'w
paw7,jzd,pa̰u',smb,RGL,,pa'w7
pa-2,jzd,pà,int,EJG;ND;RLC;VP,,pa*
paguyeu7,jzd,pà(g)uyeu',s,JLC;ND;RGL;RLC,s:lf,pa*+ (g)u-ye +u7
pazha,jzd,pàxá,int,EJG;JLC;ND;RLC;VP,,pa*+ +zha!
pabya7,jzd,pàbia',int,EJG;JLC;ND;RGL;RLC;VP,,pa*+ bya7
pabya7ti7,jzd,pàbia'tí',int,JLC;ND;RLC,,pa*+ bya7 +ti!7
pade,jzd,pàde,int,EJG;JLC;RLC;VP,,pa*+ de
padede,jzd,pàdede,int,JLC;RLC;VP,,pa*+ dede
padxi,jzd,pàdxi,int,JLC;RGL;RLC;VP,,pa*+ dxi
padyuzhi,jzd,pàdiúxi,clq,EJG;JLC;ND;RGL;RLC,,pa*+ dyu!zhi
pagalla,jzd,pàgàla,int,EJG;JLC;RGL;RLC;VP,,pa*+ ga*lla
pagidubi,jzd,pàguidùbi,int,JLC;RLC;VP,,pa*+ gi-du*bi
pakaa,jzd,pàcaa,int,RLC;RLL,,pa*+ kaa
panda,jzd,pànda,int,,,pa*+ nda
pandazhi,jzd,pànda xi,int,,,pa*+ nda zhi*
paneza,jzd,pàneza,int,JAR;RLC,,pa*+ neza
paraa,jzd,pàraa,int,EJG;JLC;ND;RLC;VP,,pa*+ raa
paraati7,jzd,pà raatí',int,EJG;JLC;ND;RLC,,pa*+ raa +ti!7
pasika,jzd,pàsica,int,JLC;RLC,,pa*+ sika
pazhi,jzd,pàxì,cnj,ND;RLC,,pa*+ zhi*
padredefamilya,jzd,pàdre de famìlia,s,RLC,,pa*dre de fami*lya
palla,jzd,pàla,s,JLC,,pa*lla
panchayaga,jzd,pànchà yaga,s,RLC;VP,,pa*ncha* yaga
pandu-2,jzd,pàndu,s,JLC;RLC,,pa*ndu
pante,jzd,pànte,s,JLC,,pa*nte
panyo,jzd,pàño,s,RLC,,pa*nyo
papa-3,jzd,pàpa,s,,,pa*pa
parke,jzd,pàrque,s,JLC;RGL;RLC,,pa*rke
parrchedebentosa,jzd,pàrrche de bentòsa,s,RLC,,pa*rrche de bento*sa
pasu,jzd,pàsu,s,RGL;RLC,s:med,pa*su
pasudoble,jzd,pàsu dòble,s,RGL,,pa*su do*ble
pasumani7,jzd,pàsu maní',s,JAR;RGL,,pa*su mani!7
patopixixi,jzd,pàto pixhìxhi,s,RLC,,pa*to pi-xi*xi
patu,jzd,pàtu,s,JLC,,pa*tu
patubiichi,jzd,pàtu biichì',s,JLC,,pa*tu biichi*
patuda7da,jzd,pàtu da'da',s,JLC,,pa*tu da7da
patukichi7,jzd,pàtu quichí',s,JLC,,pa*tu kichi!7
patuniku,jzd,pàtu nicu,s,JLC;VC,,pa*tu niku
paturwaangola,jzd,pàtu ruaa ngola,s,JLC,,pa*tu rwaa ngola
patyu,jzd,pàtiu,s,RGL,,pa*tyu
patyuwiini,jzd,pàtiu huiini',s,RGL;RLC,,pa*tyu wiini
pawlatoyo,jzd,Pàula Tòyo,n,JLC,nn:fam,pa*wla to*yo
pader,jzd,padér,s,JLC;RGL;VP,,pa-de!r
palin,jzd,palín,s,JAR;RGL,,pa-li!n
papa-4,jzd,papá,voc,RGL;RLC,,pa-pa!
pasyon,jzd,pasión,s,RGL;RLC,,pa-syo!n
patron,jzd,patrón,s,RGL;RLC,,pa-tro!n
patya,jzd,patiá,s,JLC;RLC,,pa-tya!
pa7s,jzd,pa's,smb,RGL,,pa7s
pa7,jzd,paˤ',smb,RLC,,pa:7
paapaa,jzd,paa paa,smb,JLC,,paa paa
paampawiini,jzd,paàmpà' (huiini'),s,RGL,,paa*mpa* (wiini)
paanchayaga,jzd,paànchà' yaga,s,JLC;ND;RLC,,paa*ncha* yaga
paaparwaa-2,jzd,paapa' ruaa,a,EJG;JLC;ND;RGL;VP,,paapa rwaa
paaxu-2,jzd,paaxhù',a,EJG;RLC,,paaxu*
pachuku,jzd,pachùcu,a,RGL;RLC,,pachu*ku
padrastu,jzd,padràstu,s,JLC,,padra*stu
pakpak,jzd,pac pac,smb,JLC,,pak pak
pakapakau,jzd,paca paca ú,smb,RGL,,paka paka u!
pakete,jzd,paquète,s,RGL,,pake*te
palanka,jzd,palànca,s,JLC;RGL,,pala*nka
palaga,jzd,palagá,s,RLC,,pala-ga!
palagayanni,jzd,palagá yanni,s,RGL;RLC,,pala-ga! yanni
palangana,jzd,palangàna,s,JLC,,palanga*na
palankeru,jzd,palanquèru,s,RGL,,palanke*ru
paleta1,jzd,palèta,s,JLC;RLC,,pale*ta
paleta2,jzd,palèta,s,JLC;RLC,,pale*ta
paletadeche,jzd,palèta deche,s,JLC,,pale*ta deche
paletana7,jzd,palèta nà',s,JLC;RGL,,pale*ta na*7
paletazha7na,jzd,palèta xa'na',s,RGL;RLC,,pale*ta zha7na
paletazhike,jzd,palèta xique,s,RGL,,pale*ta zhike
palomagi7xi,jzd,palòma gui'xhi',s,JLC,,palo*ma gi7xi
palomaxtya,jzd,palòma xhtiá,s,JLC,,palo*ma xtya!
paludismu,jzd,paludìsmu,s,RLC,,paludi*smu
panela,jzd,panèla,s,JLC;RLC,,pane*la
pantanu,jzd,pantànu,s,JLC,,panta*nu
pantalon,jzd,pantalón,s,JLC;RGL;RLC,,panta-lo!n
papaya,jzd,papàya,s,,,papa*ya
papagayu,jzd,papagàyu,s,,,papaga*yu
papalote,jzd,papalòte,s,JLC,,papalo*te
papanikolaw,jzd,papanicoláu,s,RLC,,papaniko-la!w
para,jzd,para,prp,RGL;RLC;VP,,para
paradakamyon,jzd,paràda camión,s,RGL,,para*da ka-myo!n
paradakesu,jzd,Paràda Quèsu,s,RLC,,para*da ke*su
parawa,jzd,paràhua,s,RGL,,para*wa
parawitaxti7bidxi7,jzd,parahuìta xtì' bidxí',s,RLC,,parawi*ta x.ti*7 bidxi!7
partera,jzd,partèra,s,RGL;RLC,,parte*ra
paspas,jzd,pas pas,smb,JLC,,pas pas
paspo,jzd,pas po,smb,RGL,,pas po
pasador,jzd,pasadór,s,RGL;RLC,,pasa-do!r
pasadorpwerrta7,jzd,pasadór puerrtá',s,RGL,,pasa-do!r pwe-rrta!7
pasensya,jzd,pasènsia,s,RGL,,pase*nsya
pastiya,jzd,pastìya,s,RLC,,pasti*ya
patente,jzd,patènte,a,RGL,,pate*nte
patiti,jzd,patìti,s,RLC,,pati*ti
payasu,jzd,payàsu,s,JLC,,paya*su
peyeye,jzd,Pe Yèye,n,JLC,nn:mas,pe ye*ye
peere,jzd,Péere,n,JLC,n:fam,pe!ere
pem,jzd,pém,smb,RGL,,pe!m
pey,jzd,Péy,n,JLC,n:mas,pe!y
peempeem,jzd,pḛḛm pḛḛm,smb,RGL,,pe'e'm pe'e'm
pechu,jzd,pèchu,s,JLC;RGL;RLC,,pe*chu
pedru,jzd,Pèdru,n,JLC,n:mas,pe*dru
pedrugordo,jzd,Pèdru Gòrdo,n,JLC,nn:mas,pe*dru go*rdo
pedruskopeta,jzd,Pèdru Scopèta,n,JLC,nn:mas,pe*dru skope*ta
peka,jzd,pèca,s,RLC,,pe*ka
penkanamani7,jzd,pènca nà' maní',s,RGL;RLC,,pe*nka na*' ma^ni!7
penkana7,jzd,pènca nà',s,RGL;RLC,,pe*nka na*7
penkanyeemani7,jzd,pènca ñee maní',s,RGL;RLC,,pe*nka nyee mani!7
perra,jzd,pèrra,s,RGL;RLC,,pe*rra
perru,jzd,pèrru,s,RGL;RLC,,pe*rru
peru,jzd,pèru,cnj,RLC,,pe*ru
petro,jzd,Pètro,n,JLC,nn:mas,pe*tro
pe7mpe7m,jzd,pe'm̩ pe'm̩,smb,RGL,,pe7m| pe7m|
peesu,jzd,peèsù',s,JLC;RGL;RLC;VP,,pee*su*
pegamentu,jzd,pegamèntu,s,JAR,,pegame*ntu
pelotawiini,jzd,pelòta huiini',s,JLC,,pelo*ta wiini
peluka,jzd,pelùca,s,RGL;RLC,,pelu*ka
pempempem,jzd,pem pem pem,smb,RGL,,pem pem pem
pendejada,jzd,pendejàda,s,RGL;RLC,,pendeja*da
penyasku,jzd,peñàscu,s,JLC,,penya*sku
pepx,jzd,pepxh,smb,RGL,,pepx
perika,jzd,perìca,s,JAR;RLC,,peri*ka
periku,jzd,perìcu,s,JLC;RLC,,peri*ku
